12.749443	114.213830	84.081664	
2.146641	5.917840	36.247049	
8.095874	60.116980	77.817003	
2.146933	9.734713	50.520688	
5.687259	34.246609	75.509372	
2.667588	16.118451	54.913405	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.372648	27.220722	73.424843	
2.980777	19.525222	55.700667	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.372648	27.220722	73.424843	
2.980777	19.525222	55.700667	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.830420	30.329426	73.580415	
2.777965	13.562898	53.069129	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.372648	27.220722	73.424843	
2.980777	19.525222	55.700667	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.753886	32.063926	73.816672	
2.734906	13.570618	54.588219	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.372648	27.220722	73.424843	
2.980777	19.525222	55.700667	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.372648	27.220722	73.424843	
2.980777	19.525222	55.700667	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.426717	27.313623	73.232726	
3.081694	19.709190	55.386116	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.683097	32.249983	74.165529	
2.662088	13.531465	54.948628	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.511159	28.991712	73.573756	
2.799512	15.512947	55.089862	
5.372648	27.220722	73.424843	
2.980777	19.525222	55.700667	
5.683097	32.249983	74.165529	
